Ticker,Market Cap,PE Ratio (TTM),PE Ratio (Current),Dividend Yield,Beta,Payout Ratio,Return on Equity (ROE),Retention Ratio,EPS Growth (ROE x Retention),Sector
CAT,398513373184,43.17465,43.111277445109785,0.7,1.625,0.2958,0.51331,0.7041999999999999,0.361472902,Industrials
CBOE,38522011648,31.406996,31.252559726962453,0.79,0.372,0.2383,0.2514,0.7617,0.19149138000000002,Financials
CBRE,38183280640,29.771687,29.78082191780822,0.0,1.278,0.0,0.15597,1.0,0.15597,Real Estate
CDW,13248031744,12.630938,12.672350791717417,2.42,1.035,0.3057,0.44157,0.6942999999999999,0.30658205099999997,Information Technology
COR,51961421824,20.48083,20.08205521472393,0.92,0.645,0.1762,1.0713401,0.8238,0.88256997438,Health Care
CNP,27697534976,25.97546,25.595092024539877,2.21,0.476,0.546,0.09561,0.45399999999999996,0.04340694,Utilities
CF,19649185792,11.532912,11.291253381424706,1.6,0.417,0.18020001,0.273,0.81979999,0.22380539727000004,Materials
SCHW,160896122880,18.392643,18.367793240556658,1.39,0.797,0.22469999,0.19083,0.77530001,0.1479505009083,Financials
CHTR,19935799296,3.821651,3.8216508795669824,0.0,0.757,0.0,0.27504998,1.0,0.27504998,Communication Services
CMG,42804830208,30.614677,30.963302752293576,0.0,1.03,0.0,0.49231997,1.0,0.49231997,Consumer Discretionary
CB,128247881728,11.692185,11.68069306930693,1.17,0.44,0.1372,0.15433,0.8628,0.133155924,Financials
CHD,22746585088,31.578947,31.835526315789473,1.27,0.482,0.3923,0.16779,0.6077,0.101965983,Consumer Staples
CI,77123756032,2.5635054,2.520794865031214,2.18,0.313,0.053600002,0.16268998,0.946399998,0.15396979674662004,Health Care
CINF,25953339392,9.592911,9.585477415666096,2.24,0.598,0.203,0.18735,0.7969999999999999,0.14931794999999998,Financials
CTAS,69461762048,36.546314,36.73894736842105,1.03,0.962,0.3671,0.41303003,0.6329,0.261406705987,Industrials
CSCO,464033447936,39.16,39.626666666666665,1.41,0.912,0.55,0.25229,0.44999999999999996,0.11353049999999999,Information Technology
C,206067810304,14.934486,15.131025957972806,1.96,1.124,0.2917,0.07649,0.7082999999999999,0.054177867,Financials
CFG,25869803520,14.496446,14.492890995260664,3.01,1.041,0.41709998,0.07739,0.5829000200000001,0.045110632547800004,Financials
CME,110938128384,26.12244,26.034129692832764,1.7,0.26,0.4309,0.15919,0.5690999999999999,0.090595029,Financials
CMS,22531051520,20.203602,19.980609418282548,3.16,0.371,0.6079,0.103719994,0.3921,0.040668609647399996,Utilities
KO,352287260672,25.748426,25.534591194968552,2.61,0.356,0.64779997,0.43372002,0.35220003,0.1527562040556006,Consumer Staples
CTSH,24160841728,11.08026,11.148590021691973,2.57,0.803,0.2733,0.14876,0.7267,0.10810389200000001,Information Technology
COIN,51127197696,71.08425,69.39194139194139,0.0,3.381,0.0,0.06686,1.0,0.06686,Financials
CL,71708966912,34.734497,34.85271317829457,2.36,0.304,0.8062,3.6357698,0.19379999999999997,0.7046121872399999,Consumer Staples
CMCSA,88573411328,4.861765,4.8882352941176475,5.29,0.689,0.2588,0.20918,0.7412000000000001,0.155044216,Communication Services
FIX,65046687744,53.281143,53.47260668973472,0.14,1.705,0.065,0.53294,0.935,0.4982989,Industrials
COP,152152735744,21.167797,21.108474576271185,2.7,0.149,0.5492,0.112840004,0.4508,0.0508682738032,Energy
ED,39740399616,18.184654,17.961214165261385,3.26,0.288,0.5797,0.08732,0.4203,0.036700595999999995,Utilities
STZ,25058689024,15.140479,15.356919875130075,2.79,0.424,0.4246,0.22636999,0.5754,0.130253292246,Consumer Staples
CEG,93412777984,22.48913,22.782608695652176,0.65,1.155,0.1381,0.16104999,0.8619,0.138808986381,Utilities
COO,12034656256,30.686567,30.318407960199007,0.0,0.894,0.0,0.04868,1.0,0.04868,Health Care
CPRT,31928858624,20.845911,21.031446540880502,0.0,1.02,0.0,0.17129,1.0,0.17129,Industrials
GLW,152548048896,85.62802,86.256038647343,0.63,1.136,0.5385,0.1674,0.4615,0.07725510000000001,Information Technology
CPAY,22547902464,20.669262,20.880766926303174,0.0,0.816,0.0,0.32124,1.0,0.32124,Financials
CTVA,53365145600,43.12973,43.82702702702702,0.89,0.593,0.3838,0.051370002,0.6162000000000001,0.031654195232400005,Materials
COST,482179317760,56.40062,55.862480539699014,0.55,0.908,0.27040002,0.29650998,0.7295999799999999,0.21633367547780039,Consumer Staples
CRH,66502623232,18.46475,19.181818181818183,1.51,1.228,0.2783,0.15812,0.7217,0.11411520400000001,Materials
CSX,86059696128,28.41411,28.343558282208594,1.21,1.238,0.3252,0.23684,0.6748000000000001,0.15981963200000002,Industrials
CMI,91422605312,34.417408,35.21402597402597,1.18,1.268,0.4062,0.21993999,0.5938,0.130600366062,Industrials
DHR,118580953088,32.469284,31.755813953488374,0.98,0.841,0.2636,0.0708,0.7363999999999999,0.052137119999999995,Health Care
DRI,22143625216,20.3725,20.41622760800843,3.1,0.594,0.6217,0.51539004,0.37829999999999997,0.19497205213199997,Consumer Discretionary
DVA,12583469056,18.887283,19.221579961464354,0.0,0.836,0.0,0.80981004,1.0,0.80981004,Health Care
DECK,13509378048,13.518466,13.438920454545455,0.0,1.141,0.0,0.39688,1.0,0.39688,Consumer Discretionary
DE,151224975360,31.595373,31.856094808126414,1.15,0.969,0.3655,0.19566,0.6345000000000001,0.12414627000000002,Industrials
DAL,45148655616,10.032117,10.254014598540145,1.07,1.252,0.103999995,0.2499,0.896000005,0.2239104012495,Industrials
DVN,57165242368,13.810586,13.838440111420613,2.09,0.478,0.2674,0.15178001,0.7325999999999999,0.11119403532599999,Energy
DXCM,25922947072,28.832619,27.935622317596568,0.0,1.398,0.0,0.35624,1.0,0.35624,Health Care
DG,22720749568,15.061314,15.508029197080294,2.22,0.282,0.3445,0.18992001,0.6555,0.12449256655499999,Consumer Staples
DLTR,17570074624,15.190236,15.358585858585858,0.0,0.609,0.0,0.31693,1.0,0.31693,Consumer Staples
D,59749679104,20.039822,19.92920353982301,3.95,0.636,0.78760004,0.09787,0.21239996000000005,0.020787584085200005,Utilities
DASH,67793473536,73.73934,77.09478672985782,0.0,1.871,0.0,0.09922,1.0,0.09922,Consumer Discretionary
DOV,28219643904,26.227785,26.386733416770966,0.99,1.213,0.2594,0.14998001,0.7405999999999999,0.11107519540599999,Industrials
DHI,38257725440,12.655723,12.897748592870546,1.31,1.414,0.1596,0.13084,0.8404,0.10995793600000002,Consumer Discretionary
DTE,29731407872,23.506578,23.248355263157894,3.24,0.413,0.7418,0.10423,0.2582,0.026912185999999998,Utilities
DUK,96552910848,19.053831,18.89846153846154,3.47,0.402,0.65230006,0.09661,0.34769994000000004,0.03359129120340001,Utilities
ETN,145562025984,36.644184,37.328445747800586,1.15,1.24,0.4129,0.20844999,0.5871,0.12238098912899999,Industrials
EBAY,50944557056,26.498846,26.427251732101617,1.08,1.385,0.2725,0.42875,0.7275,0.31191562500000003,Consumer Discretionary
ECL,69384192000,33.31554,33.67702702702702,1.17,0.929,0.3735,0.22427,0.6265000000000001,0.14050515500000002,Materials
EIX,26966360064,7.6173916,7.439130434782609,5.13,0.675,0.3707,0.18864,0.6293,0.118711152,Utilities
EW,47500623872,44.591892,44.535135135135135,0.0,0.872,0.0,0.1046,1.0,0.1046,Health Care
EA,50508869632,57.22443,57.11647727272727,0.38,0.656,0.2165,0.1349,0.7835,0.10569414999999999,Communication Services
ELV,87759659008,17.123728,16.697881355932203,1.75,0.671,0.2903,0.12086,0.7097,0.08577434199999999,Health Care
EME,38334971904,28.945192,29.49529253530599,0.15,1.169,0.038599998,0.39229,0.961400002,0.37714760678458004,Industrials
EMR,74255253504,30.688656,30.60648148148148,1.68,1.255,0.50119996,0.12328,0.49880004,0.0614920689312,Industrials
ETR,50147766272,27.938774,27.95408163265306,2.34,0.529,0.6327,0.10751,0.36729999999999996,0.039488422999999995,Utilities
EOG,76560556032,14.133824,14.059980334316618,2.85,0.279,0.3923,0.18195,0.6077,0.11057101500000001,Energy
EPAM,5253702144,14.448276,14.431034482758621,0.0,1.453,0.0,0.10932,1.0,0.10932,Information Technology
EQT,37059571712,11.242885,10.901328273244783,1.15,0.588,0.1224,0.13402,0.8776,0.11761595200000001,Energy
EFX,19377537024,28.279932,28.913732394366196,1.36,1.347,0.36270002,0.1437,0.63729998,0.091580007126,Industrials
ERIE,11648614400,20.400183,20.284798534798533,2.64,0.32,0.5179,0.2585,0.4821,0.12462285,Financials
EG,14141900800,7.2785134,7.246843177189409,2.25,0.341,0.16290002,0.13822,0.83709998,0.1157039592356,Financials
EVRG,19068037120,22.0,21.79787234042553,3.39,0.544,0.72470003,0.08866999,0.27529996999999995,0.024410845586900296,Utilities
ES,25866784768,14.728051,14.578158458244111,4.63,0.749,0.65199995,0.10912,0.34800005,0.037973765456,Utilities
EXC,45374164992,16.24359,16.106227106227106,3.82,0.416,0.5934,0.09764,0.40659999999999996,0.039700424,Utilities
EXE,24030537728,7.4739585,7.32514880952381,3.24,0.352,0.2374,0.17568001,0.7626,0.13397357562599999,Energy
EXPE,25726734336,18.9188,18.975286849073257,0.82,1.3,0.14840001,0.71494,0.85159999,0.6088428968506,Consumer Discretionary
EXPD,20542056448,25.373182,25.32633279483037,1.03,1.033,0.2488,0.36641,0.7512,0.27524719200000003,Industrials
XOM,671916621824,27.290403,27.01851851851852,2.57,0.183,0.6801,0.09873,0.31989999999999996,0.031583727,Energy
FFIV,21645244416,31.472519,31.151763740771127,0.0,1.001,0.0,0.2034,1.0,0.2034,Information Technology
FDS,8183159808,14.445016,14.42765273311897,2.07,0.69,0.2831,0.28084,0.7169,0.201334196,Financials
FAST,50105991168,38.623894,38.93805309734513,2.09,0.744,0.7965,0.33842,0.20350000000000001,0.06886847,Industrials
FRT,9955633152,19.850954,19.918544194107454,3.93,0.928,0.7782,0.14783,0.2218,0.032788694,Real Estate
FDX,89654099968,20.05016,19.728922091782287,1.57,1.303,0.3059,0.15869,0.6940999999999999,0.11014672899999998,Industrials
FIS,22334347264,8.374031,8.405038759689921,3.87,0.83,0.31780002,0.17225,0.68219998,0.117508946555,Financials
FITB,43308097536,16.089226,16.14141414141414,3.34,0.955,0.5286,0.07969,0.47140000000000004,0.037565866,Financials
FSLR,24286609408,14.59135,15.083279535183989,0.0,1.564,0.0,0.18436001,1.0,0.18436001,Information Technology
FE,25890578432,24.326086,24.08695652173913,4.2,0.472,0.96739995,0.094610006,0.03260004999999999,0.0030842909261002993,Utilities
FTV,17915158528,34.365498,34.50877192982456,0.44,1.005,0.1526,0.06814,0.8473999999999999,0.057741836,Industrials
FOXA,27291099136,17.092104,17.33421052631579,0.85,0.526,0.14739999,0.152,0.85260001,0.12959520151999998,Communication Services
FOX,24459044864,15.318421,15.523684210526318,0.95,0.526,0.14739999,0.152,0.85260001,0.12959520151999998,Communication Services
BEN,16301018112,23.946566,24.404580152671755,4.13,1.591,0.9924,0.06704,0.007600000000000051,0.0005095040000000034,Financials
FCX,85642625024,31.521164,32.01058201058201,0.99,1.316,0.3175,0.15630999,0.6825,0.106681568175,Materials
GRMN,44312571904,25.643974,25.32254464285714,1.85,0.956,0.4018,0.19899,0.5982000000000001,0.11903581800000002,Consumer Discretionary
IT,10387585024,15.331027,15.358695652173916,0.0,0.909,0.0,0.94878,1.0,0.94878,Information Technology
GE,299615354880,35.666668,35.570895522388064,0.66,1.352,0.1925,0.45428002,0.8075,0.36683111615,Industrials
GEHC,28085018624,14.805756,14.750599520383693,0.23,0.868,0.042,0.19462,0.958,0.18644596,Health Care
GEV,274032607232,29.809122,29.58930137386729,0.15,1.313,0.0511,0.75708,0.9489,0.718393212,Industrials
GEN,14753969152,15.5159235,15.503184713375795,2.05,1.094,0.3185,0.39876997,0.6815,0.27176173455499997,Information Technology
GNRC,14380882944,76.579155,79.32601880877743,0.0,1.937,0.0,0.07388,1.0,0.07388,Industrials
GD,92435734528,21.511013,21.592825676526118,1.77,0.345,0.3833,0.17974001,0.6167,0.11084566416700001,Industrials
GIS,18003470336,8.248044,8.178484107579463,7.29,-0.034,0.5941,0.23591,0.40590000000000004,0.09575586900000001,Consumer Staples
GM,65588928512,26.548174,26.678832116788318,0.98,1.29,0.2299,0.040149998,0.7701,0.0309195134598,Consumer Discretionary
GILD,162744991744,17.834015,17.642176870748298,2.53,0.332,0.43400002,0.4336,0.56599998,0.24541759132799998,Health Care
GPN,18683023360,25.110294,25.246323529411764,1.46,0.757,0.3676,0.02935,0.6324000000000001,0.01856094,Financials
GL,12138205184,10.826178,10.896814404432133,0.84,0.5,0.0789,0.20455,0.9211,0.18841100500000002,Financials
GS,276542914560,17.109142,17.27249498083592,1.9,1.274,0.2831,0.14548,0.7169,0.104294612,Financials
HAL,36009820160,23.814919,23.635359116022098,1.59,0.742,0.3757,0.14626999,0.6243000000000001,0.091316354757,Energy
HIG,37180362752,9.537975,9.60337552742616,1.76,0.504,0.1576,0.22735001,0.8424,0.191519648424,Financials
HSIC,8330732544,22.093655,21.9607250755287,0.0,0.822,0.0,0.08762,1.0,0.08762,Health Care
HD,300073254912,21.1566,21.054073033707866,3.11,0.999,0.6465,1.45541,0.35350000000000004,0.514487435,Consumer Discretionary
HON,138003316736,34.790733,34.701277955271564,2.19,0.811,0.74120003,0.24264,0.25879997,0.0627952247208,Industrials
HST,15203888128,14.908164,14.877551020408164,3.66,1.116,0.5442,0.1487,0.4558,0.06777746,Real Estate
HWM,102239469568,59.15046,59.488425925925924,0.19,1.191,0.1067,0.33818,0.8933,0.302096194,Industrials
HUBB,24693489664,27.65148,27.862130177514796,1.21,0.949,0.32389998,0.25822002,0.67610002,0.1745825606864004,Industrials
HUM,37421969408,33.300217,32.69230769230769,1.16,0.683,0.3778,0.062800005,0.6222,0.039074163111,Health Care
HBAN,31511746560,11.957693,11.976923076923077,3.98,0.98,0.47689998,0.083859995,0.52310002,0.0438671650616999,Financials
HII,12920580096,21.319895,21.414174252275682,1.68,0.287,0.3548,0.12198,0.6452,0.07870149600000001,Industrials
IBM,210125455360,19.802038,19.729849424269265,3.03,0.581,0.59470004,0.35772,0.40529996,0.14498390169119998,Information Technology
IEX,15281148928,30.54142,30.86242603550296,1.4,1.014,0.42009997,0.12748,0.57990003,0.07392565582440001,Industrials
IDXX,43186864128,40.285503,40.16114790286976,0.0,1.574,0.0,0.72915,1.0,0.72915,Health Care
ITW,71313637376,22.99397,23.141001855287573,2.58,1.055,0.5877,0.96848,0.4123,0.399304304,Industrials
INCY,19179087872,13.559322,13.444915254237287,0.0,0.797,0.0,0.30823,1.0,0.30823,Health Care
IR,26951368704,46.533787,47.277027027027025,0.11,1.247,0.0541,0.057150003,0.9459,0.05405818783769999,Industrials
PODD,10639225856,35.88843,35.62850467289719,0.0,1.197,0.0,0.22997999,1.0,0.22997999,Health Care
IBKR,143620931584,36.257515,36.96137339055794,0.41,1.322,0.1373,0.2356,0.8627,0.20325212,Financials
ICE,88253882368,22.74927,22.739067055393587,1.33,0.964,0.28530002,0.13853,0.71469998,0.09900738822939999,Financials
IFF,18417592320,22.334366,22.817337461300312,2.17,0.943,0.4954,0.060510002,0.5045999999999999,0.030533347009199997,Materials
INTU,111270952960,26.032618,26.247395833333336,1.15,1.035,0.2915,0.23457001,0.7085,0.166192852085,Information Technology
ISRG,156710682624,53.764523,53.45321992709599,0.0,1.509,0.0,0.17232999,1.0,0.17232999,Health Care
IQV,29058959360,21.62857,21.46708074534161,0.0,1.179,0.0,0.22490999,1.0,0.22490999,Health Care
JBHT,24331077632,40.127525,40.66251944012441,0.69,1.286,0.2748,0.16676001,0.7252000000000001,0.120934359252,Industrials
JBL,35267416064,45.051212,45.65094339622642,0.09,1.286,0.0431,0.59696996,0.9569,0.571240554724,Information Technology
JKHY,9979438080,19.616621,19.428770949720672,1.71,0.629,0.32819998,0.24892001,0.67180002,0.1672244676964002,Financials
J,13419300864,33.523598,33.51327433628318,1.27,0.708,0.38939998,0.09380999,0.61060002,0.0572803817701998,Industrials
JNJ,552504459264,26.595596,26.526071842410193,2.34,0.263,0.6025,0.26416,0.39749999999999996,0.10500359999999999,Health Care
JCI,83311288320,41.75841,41.99082568807339,1.17,1.386,0.48009998,0.13449,0.51990002,0.0699213536898,Industrials
JPM,799271419904,14.272249,14.388995215311006,2.0,1.023,0.2824,0.16465001,0.7176,0.11815284717600001,Financials
KVUE,32870551552,20.380955,20.452380952380953,4.83,0.521,0.98510003,0.15701,0.014899969999999985,0.002339444289699998,Consumer Staples
KDP,39680716800,21.603704,21.799999999999997,3.13,0.416,0.6815,0.06312,0.3185,0.02010372,Consumer Staples
KEY,22736211968,12.86503,12.92638036809816,3.89,1.055,0.50310004,0.09977,0.49689996000000003,0.049575709009200004,Financials
KEYS,58117033984,59.555344,59.838312829525485,0.0,1.261,0.0,0.17222999,1.0,0.17222999,Information Technology
KMB,31958618112,18.622475,18.673114119922634,5.3,0.31,0.97870004,1.11727,0.021299960000000007,0.023797806309200007,Consumer Staples
KMI,76745367552,23.151007,22.671140939597315,3.48,0.564,0.78519994,0.10597,0.21480005999999996,0.022762362358199995,Energy
KKR,86782337024,31.656462,32.642857142857146,0.78,1.852,0.2517,0.076630004,0.7483,0.0573422319932,Financials
KLAC,229880922112,49.853256,49.75779036827196,0.52,1.501,0.2152,0.94975996,0.7847999999999999,0.7453716166079999,Information Technology
KR,43510689792,45.824677,44.36363636363636,2.05,0.457,0.8701,0.14405,0.12990000000000002,0.018712095000000005,Consumer Staples
LH,20749688832,22.393362,22.616814159292034,1.13,0.883,0.2551,0.11047,0.7449,0.082289103,Health Care
